timeStamp,ghi,air_temp,windsp,winddir
2014/1/7 18:54,420.5,13,0.94,290.8
2014/1/7 18:55,389.6,13,0.82,277.4
2014/1/7 18:56,399.8,13,0.88,290.4
2014/1/7 18:57,423.7,13,1,289
2014/1/7 18:58,427.8,13,0.94,275.6
2014/1/7 18:59,418.5,13.02,0.76,261.4
2014/1/7 19:00,424.1,13.1,0.64,257.2
2014/1/7 19:01,469.7,13.14,0.5,291.3
2014/1/7 19:02,455.9,13.26,1.56,284.6
2014/1/7 19:03,466,13.3,0.82,290.6
2014/1/7 19:04,455.7,13.32,0.26,253.9
2014/1/7 19:05,462.6,13.44,0.76,320.6
2014/1/7 19:06,485.4,13.5,0.52,269.7
2014/1/7 19:07,421.3,13.6,0.46,234.2
2014/1/7 19:08,357.7,13.68,0.38,66.82
2014/1/7 19:09,258,13.8,0.92,276.1
2014/1/7 19:10,302.8,13.9,0.92,243.7
2014/1/7 19:11,201.2,13.88,0.76,274
2014/1/7 19:12,281.1,13.8,0.92,303
2014/1/7 19:13,359.9,13.8,0.9,310
2014/1/7 19:14,376.2,13.76,0.66,321.9
2014/1/7 19:15,492,13.72,0.9,280
2014/1/7 19:16,492.3,13.8,1.16,283.2
2014/1/7 19:17,484.3,13.8,1.08,281.6
2014/1/7 19:18,481.8,13.8,0.9,267.5
2014/1/7 19:19,470,13.86,0.3,249.4
2014/1/7 19:20,431.9,13.94,1.36,282.6
2014/1/7 19:21,424.2,14,0.92,268.4
2014/1/7 19:22,413.7,14,0.78,249.5
2014/1/7 19:23,458.9,14,0.76,253.3
2014/1/7 19:24,459.5,14,1.08,259.4
2014/1/7 19:25,477.1,14.06,1.26,262.3
2014/1/7 19:26,414.6,14,0.78,287
2014/1/7 19:27,445.3,14,1.1,253.7
2014/1/7 19:28,371.7,14.1,0.7,203.7
2014/1/7 19:29,485.2,14.18,0.76,216.4
2014/1/7 19:30,516.1,14.3,0.34,199.5
2014/1/7 19:31,519.8,14.44,0.62,297.5
2014/1/7 19:32,526.1,14.62,1.02,277.2
2014/1/7 19:33,530.6,14.74,0.94,251.5
2014/1/7 19:34,539.8,14.8,0.98,197.9
2014/1/7 19:35,507.5,14.72,0.84,290.8
2014/1/7 19:36,478.7,14.7,0.56,345.2
2014/1/7 19:37,581.8,14.7,0.98,260.4
2014/1/7 19:38,557.8,14.74,1.04,275.5
2014/1/7 19:39,404,14.8,1.04,263.8
2014/1/7 19:40,370,14.8,0.94,256.2
2014/1/7 19:41,379.5,14.8,1.28,271.8
2014/1/7 19:42,537.2,14.8,1.28,268.8
2014/1/7 19:43,617.4,14.8,1.48,299.6
2014/1/7 19:44,615.6,14.88,0.7,351.6
2014/1/7 19:45,606.5,14.9,0.46,128.8
2014/1/7 19:46,589.3,14.92,0.84,67.83
2014/1/7 19:47,575,14.9,1.02,46.82
2014/1/7 19:48,537.5,14.8,0.46,22.81
2014/1/7 19:49,544.8,14.84,0.76,343.3
2014/1/7 19:50,534,14.96,0.72,30.42
2014/1/7 19:51,525.6,15,1.12,231.8
2014/1/7 19:52,519,15.1,1.3,279
2014/1/7 19:53,513.4,15.16,1.38,291.4
2014/1/7 19:54,509.2,15.22,0.8,294.4
2014/1/7 19:55,507.4,15.36,1.9,270
2014/1/7 19:56,507.7,15.4,1.36,250.9
2014/1/7 19:57,509.4,15.4,0.62,209.7
2014/1/7 19:58,512.3,15.52,0.92,268.9
2014/1/7 19:59,517.3,15.6,1.08,199.8
2014/1/7 20:00,524.3,15.62,0.72,245.6
2014/1/7 20:01,533.6,15.72,0.8,223.4
2014/1/7 20:02,545.2,15.84,0.82,259.5
2014/1/7 20:03,556.6,15.92,0.72,203.2
2014/1/7 20:04,527.7,15.86,0.56,167
2014/1/7 20:05,471.2,15.8,1.26,253.8
2014/1/7 20:06,237.1,15.86,1.04,254.8
2014/1/7 20:07,471.8,15.9,0.54,312.8
2014/1/7 20:08,620.4,15.9,0.72,345
2014/1/7 20:09,588.9,15.92,0.92,315.7
2014/1/7 20:10,510.3,16,1.3,269.3
2014/1/7 20:11,266.2,16.08,1.58,281
2014/1/7 20:12,526.3,16.08,1.54,279.1
2014/1/7 20:13,451.8,16,0.8,281.2
2014/1/7 20:14,364.9,16.08,1.68,256.6
2014/1/7 20:15,524.9,16.04,1.86,255.1
2014/1/7 20:16,635.9,16,0.74,241.3
2014/1/7 20:17,566.2,16.04,0.8,271.7
2014/1/7 20:18,637.5,16.1,1.42,192
2014/1/7 20:19,592.3,16.1,1.68,262.2
2014/1/7 20:20,593.1,16.1,1.98,261.2
2014/1/7 20:21,616.6,16.1,1.52,262
2014/1/7 20:22,358.2,16,1.66,293.5
2014/1/7 20:23,532.2,15.98,1.3,264.2
2014/1/7 20:24,546.3,15.96,1.48,303.7
2014/1/7 20:25,577.8,15.9,1.08,297.7
2014/1/7 20:26,577.7,15.92,1.76,275.4
2014/1/7 20:27,569.7,16,1.56,257.6
2014/1/7 20:28,489.8,16,1,260.9
2014/1/7 20:29,351.4,16.08,1.52,269.6
2014/1/7 20:30,352.5,16.02,1.32,291.2
2014/1/7 20:31,203.3,15.98,1.3,268.6
2014/1/7 20:32,464.8,15.88,1.3,272.7
2014/1/7 20:33,552.9,15.8,1.02,238.7
2014/1/7 20:34,490.8,15.8,1.18,202.8
2014/1/7 20:35,341.5,15.9,1,185.1
2014/1/7 20:36,536.6,15.9,0.62,178.4
2014/1/7 20:37,528.5,16,0.9,207.8
2014/1/7 20:38,522.5,16.12,0.76,169.3
2014/1/7 20:39,515.3,16.32,0.88,212.6
2014/1/7 20:40,511.4,16.6,1.1,227.8
2014/1/7 20:41,507,16.74,0.92,229.4
2014/1/7 20:42,506.7,16.88,0.88,243.4
2014/1/7 20:43,498.4,17,0.9,250.4
2014/1/7 20:44,494.8,17.1,0.66,286.2
2014/1/7 20:45,491.2,17.2,0.46,236.8
2014/1/7 20:46,486.8,17.3,0.52,178.6
2014/1/7 20:47,485.1,17.36,0.76,190.4
2014/1/7 20:48,481.7,17.38,0.74,188
2014/1/7 20:49,480.8,17.28,1.78,204.3
2014/1/7 20:50,479.6,17.14,0.86,202.9
2014/1/7 20:51,479.1,17.1,1.54,241.4
2014/1/7 20:52,477.9,17,0.96,243.5
2014/1/7 20:53,477.2,17,0.32,68.83
2014/1/7 20:54,475.6,16.96,1.16,267.3
2014/1/7 20:55,479.3,16.9,1.7,261.8
2014/1/7 20:56,479,16.82,1,337.2
2014/1/7 20:57,474.8,16.7,1.26,283.2
2014/1/7 20:58,478,16.7,0.74,264.1
2014/1/7 20:59,480.9,16.76,0.88,205.1
2014/1/7 21:00,483.1,16.86,1.26,252.8
2014/1/7 21:01,485.8,17,1.32,266.6
2014/1/7 21:02,487.9,16.96,0.68,277
2014/1/7 21:03,488.2,17.02,0.68,226.2
2014/1/7 21:04,488,17.14,0.68,170.3
2014/1/7 21:05,486.3,17.18,0.62,146.8
2014/1/7 21:06,482.7,17.12,0.82,239.8
2014/1/7 21:07,477.8,17.2,0.88,290.4
2014/1/7 21:08,473.8,17.24,0.96,122.4
2014/1/7 21:09,470.8,17.18,0.88,158.7
2014/1/7 21:10,468.4,17.08,0.9,98.2
2014/1/7 21:11,467.3,16.96,1.2,36.69
2014/1/7 21:12,465.3,16.74,0.46,68.28
2014/1/7 21:13,466.4,16.64,0.9,249.3
2014/1/7 21:14,466.4,16.8,1.06,248.5
2014/1/7 21:15,464,17,0.64,224.8
2014/1/7 21:16,460.7,17.16,0.84,219.8
2014/1/7 21:17,457.3,17.3,1.08,244.8
2014/1/7 21:18,455.3,17.4,1.58,215.1
2014/1/7 21:19,453,17.38,1.3,208.2
2014/1/7 21:20,450.3,17.24,1.18,181.7
2014/1/7 21:21,446.6,17.06,0.86,154.7
2014/1/7 21:22,445.2,17.04,0.76,121.2
2014/1/7 21:23,444.6,17.2,0.8,127.1
2014/1/7 21:24,444.3,17.24,1.08,157.8
2014/1/7 21:25,443,17.2,0.76,169.4
2014/1/7 21:26,442.8,17.12,1.44,158.4
2014/1/7 21:27,442.2,16.98,1.42,126.6
2014/1/7 21:28,439.9,16.82,0.88,146.7
2014/1/7 21:29,438.3,16.72,0.5,189.5
2014/1/7 21:30,436.2,16.88,0.74,126.1
2014/1/7 21:31,434.4,17.08,0.96,227.1
2014/1/7 21:32,433.5,17.36,0.66,265.7
2014/1/7 21:33,433,17.56,1.1,248.1
2014/1/7 21:34,431.2,17.66,1.08,267.4
2014/1/7 21:35,430,17.7,1.24,245.3
2014/1/7 21:36,428.2,17.72,1.2,209.1
2014/1/7 21:37,426.4,17.74,1.28,199.6
2014/1/7 21:38,424.4,17.64,0.62,201.3
2014/1/7 21:39,423,17.6,1.2,168.6
2014/1/7 21:40,423.6,17.56,1.46,153.7
2014/1/7 21:41,422.8,17.38,1.08,115.8
2014/1/7 21:42,421.2,17.2,0.8,110.9
2014/1/7 21:43,418.9,17.22,0.62,140.4
2014/1/7 21:44,417.7,17.36,0.56,157.7
2014/1/7 21:45,417.3,17.54,0.76,175.4
2014/1/7 21:46,416.4,17.72,0.52,188.4
2014/1/7 21:47,415.1,17.82,1.28,223.7
2014/1/7 21:48,412.2,17.94,1.58,203.4
2014/1/7 21:49,410.4,18,0.78,220.6
2014/1/7 21:50,409.2,18,0.96,218.7
2014/1/7 21:51,407.4,18.02,0.62,221.9
2014/1/7 21:52,405.5,18.12,1.3,228.6
2014/1/7 21:53,404.2,18.2,1,165.2
2014/1/7 21:54,403.7,18.18,1.56,208.1
2014/1/7 21:55,402.5,18,1.24,222.8
2014/1/7 21:56,400.6,17.9,0.82,194.5
2014/1/7 21:57,398.8,17.8,1.04,150.2
2014/1/7 21:58,396.7,17.74,0.96,148.4
2014/1/7 21:59,394.5,17.6,1.96,140
2014/1/7 22:00,392.5,17.4,1.68,126.4
2014/1/7 22:01,390.7,17.3,1,157.4
2014/1/7 22:02,389.3,17.32,0.82,202
2014/1/7 22:03,387.3,17.46,1.48,203
2014/1/7 22:04,386.6,17.6,1.12,248.9
2014/1/7 22:05,385.4,17.74,0.88,220.3
2014/1/7 22:06,384.9,17.86,0.54,32.62
2014/1/7 22:07,383.5,18,0.56,51.87
2014/1/7 22:08,381.2,18.12,0.94,168.7
2014/1/7 22:09,378.8,18.2,1.08,151.9
2014/1/7 22:10,378,18.16,1.5,135.8
2014/1/7 22:11,376.2,17.98,1.18,124
2014/1/7 22:12,374.8,17.86,0.7,137.1
2014/1/7 22:13,374,17.8,1.86,130.1
2014/1/7 22:14,372.6,17.68,1.54,136.6
2014/1/7 22:15,373.4,17.5,0.84,172.2
2014/1/7 22:16,376.5,17.48,0.7,217.1
2014/1/7 22:17,380,17.64,1.16,256.6
2014/1/7 22:18,384,17.88,1.14,229
2014/1/7 22:19,389.1,18.04,1.58,228.2
2014/1/7 22:20,394,18.1,1.44,163.5
2014/1/7 22:21,397.7,18.06,1.3,148.1
2014/1/7 22:22,398.1,17.88,1.64,143.7
2014/1/7 22:23,396.1,17.74,1.26,215.5
2014/1/7 22:24,394.5,17.8,1.68,216.2
2014/1/7 22:25,391.9,17.8,1.32,213.5
2014/1/7 22:26,389.1,17.8,0.94,167.6
2014/1/7 22:27,386.2,17.8,0.94,215.2
2014/1/7 22:28,383.1,17.82,1.58,248
2014/1/7 22:29,382.3,17.94,1.46,245
2014/1/7 22:30,386,18.04,0.84,244.3
2014/1/7 22:31,275.8,18.14,0.72,223.4
2014/1/7 22:32,285.3,18.24,1.02,237.4
2014/1/7 22:33,276.8,18.36,1.26,205.8
2014/1/7 22:34,245.6,18.38,1.4,201.8
2014/1/7 22:35,216,18.26,1.04,176.1
2014/1/7 22:36,166.9,18.14,1.04,178.4
2014/1/7 22:37,300.6,18,0.74,220
2014/1/7 22:38,370,17.9,0.36,137.7
2014/1/7 22:39,363.6,17.9,0.44,215.2
2014/1/7 22:40,363,17.96,0.96,181.6
2014/1/7 22:41,362.1,18,1.44,200.2
2014/1/7 22:42,358.9,18,1.34,165.2
2014/1/7 22:43,353.6,17.92,1.5,136
2014/1/7 22:44,348.1,17.84,1.68,142.3
2014/1/7 22:45,343,17.7,1.74,130.8
2014/1/7 22:46,338.4,17.48,1.14,134
2014/1/7 22:47,335.7,17.4,1.36,168.6
2014/1/7 22:48,246.8,17.46,1.38,182.7
2014/1/7 22:49,258.8,17.5,1.34,218.5
2014/1/7 22:50,303.8,17.58,1.02,228.7
2014/1/7 22:51,305.1,17.7,0.98,179.3
2014/1/7 22:52,293.7,17.7,1,223.6
2014/1/7 22:53,301.5,17.8,1.02,264.3
2014/1/7 22:54,299.4,17.88,1.3,206.5
2014/1/7 22:55,298,17.9,0.66,233.7
2014/1/7 22:56,298.1,17.9,0.52,156.4
2014/1/7 22:57,298.6,17.9,0.68,170.4
2014/1/7 22:58,299.8,17.9,1.08,258.1
2014/1/7 22:59,300.7,18,1.4,234
2014/1/7 23:00,301.5,18,1.2,190.9
2014/1/7 23:01,304.9,18,0.96,210.8
2014/1/7 23:02,261.6,18.02,0.82,253
2014/1/7 23:03,107.8,18.1,0.56,196.1
2014/1/7 23:04,91.4,18.1,0.34,272.5
2014/1/7 23:05,89.1,18.16,0.46,222.3
2014/1/7 23:06,106.5,18.2,0.8,212.3
2014/1/7 23:07,169,18.12,0.8,231.2
2014/1/7 23:08,244.9,18.04,0.94,201.8
2014/1/7 23:09,226.1,18,0.96,230.4
2014/1/7 23:10,185.2,17.9,1,195.2
2014/1/7 23:11,184.8,17.86,1.1,185.4
2014/1/7 23:12,234.2,17.8,1.24,186.1
2014/1/7 23:13,264.9,17.76,0.88,152.5
2014/1/7 23:14,242.2,17.7,1.38,196.4
2014/1/7 23:15,248.3,17.7,1.12,216.6
2014/1/7 23:16,204.9,17.68,1.6,197.2
2014/1/7 23:17,177,17.6,0.96,191.5
2014/1/7 23:18,247.5,17.6,0.82,187.8
2014/1/7 23:19,258.2,17.6,0.92,182.9
2014/1/7 23:20,251.3,17.6,0.88,210.4
2014/1/7 23:21,244.7,17.6,1.16,202.8
2014/1/7 23:22,238.6,17.6,1.48,223.8
2014/1/7 23:23,232.9,17.54,1.34,228
2014/1/7 23:24,228.4,17.5,0.74,232.3
2014/1/7 23:25,224.5,17.52,0.88,264.4
2014/1/7 23:26,221.1,17.6,0.98,244.5
2014/1/7 23:27,218.1,17.6,1.02,234.4
2014/1/7 23:28,215.5,17.64,0.54,5.953
2014/1/7 23:29,212.4,17.7,0.66,253.6
2014/1/7 23:30,209.3,17.72,0.84,254.5
2014/1/7 23:31,205.9,17.8,0.64,221.1
2014/1/7 23:32,202.9,17.8,1.64,151
2014/1/7 23:33,200.5,17.7,0.96,138.1
2014/1/7 23:34,198.1,17.54,1.08,142.6
2014/1/7 23:35,195.9,17.42,0.48,128.1
2014/1/7 23:36,193.6,17.4,0.58,219.5
2014/1/7 23:37,191.6,17.46,0.88,235.5
2014/1/7 23:38,190.2,17.54,0.6,237.1
2014/1/7 23:39,188.9,17.64,0.52,234.6
2014/1/7 23:40,187,17.72,0.54,184.6
2014/1/7 23:41,184.7,17.8,0.96,198.3
2014/1/7 23:42,181.5,17.8,0.54,284.1
2014/1/7 23:43,177.5,17.8,1.38,216.2
2014/1/7 23:44,173.2,17.8,0.9,206.8
2014/1/7 23:45,169.1,17.8,0.36,88.8
2014/1/7 23:46,165.5,17.8,0.78,140.2
2014/1/7 23:47,161.8,17.78,1.46,200.6
2014/1/7 23:48,158.7,17.68,1.5,196.5
2014/1/7 23:49,155.4,17.56,0.82,191.6
2014/1/7 23:50,153,17.5,0.56,255.5
2014/1/7 23:51,150.4,17.5,0.82,252.2
2014/1/7 23:52,147.5,17.5,1.3,225.6
2014/1/7 23:53,144.3,17.5,0.74,159.1
2014/1/7 23:54,141.4,17.4,1.12,202.9
2014/1/7 23:55,140.5,17.36,0.62,252.2
2014/1/7 23:56,146.7,17.3,0.7,206.5
2014/1/7 23:57,146.9,17.3,0.64,208.7
2014/1/7 23:58,143.5,17.3,0.98,217.8
2014/1/7 23:59,140.7,17.3,0.82,200.7
2014/1/8 0:00,137.7,17.3,1.3,209.1
2014/1/8 0:01,133.2,17.26,1.36,209.8
2014/1/8 0:02,125.8,17.2,1.14,199.2
2014/1/8 0:03,119.2,17.2,0.72,212.5
2014/1/8 0:04,121,17.1,0.82,203.3
2014/1/8 0:05,122.8,17.1,1.36,165
2014/1/8 0:06,112.5,16.98,1.44,155
2014/1/8 0:07,86.4,16.84,1.32,137.9
2014/1/8 0:08,51.3,16.76,0.66,122.3
2014/1/8 0:09,86.7,16.7,0.48,157.8
2014/1/8 0:10,120.6,16.7,0.82,147.9
2014/1/8 0:11,114.8,16.62,0.84,146.6
2014/1/8 0:12,118.2,16.6,0.62,150.9
2014/1/8 0:13,118.7,16.6,0.46,229.1
2014/1/8 0:14,111,16.6,0.98,206.1
2014/1/8 0:15,103.5,16.6,0.76,236.2
2014/1/8 0:16,100.8,16.6,0.68,190.3
2014/1/8 0:17,86.5,16.6,0.58,205.2
2014/1/8 0:18,70.13,16.6,0.48,241.2
2014/1/8 0:19,60.53,16.6,0.72,187.6
2014/1/8 0:20,54.98,16.6,0.9,204.9
2014/1/8 0:21,54.63,16.56,0.8,202.2
2014/1/8 0:22,54.87,16.5,0.52,217.7
2014/1/8 0:23,54.05,16.5,0.38,278.4
2014/1/8 0:24,50.15,16.5,0.48,206.4
2014/1/8 0:25,43.66,16.48,0.38,217.7
2014/1/8 0:26,39.6,16.4,0.86,216.2
2014/1/8 0:27,37.32,16.4,0.52,216
2014/1/8 0:28,36.04,16.38,0.68,229.4
2014/1/8 0:29,35.58,16.3,0.64,223.1
2014/1/8 0:30,36.46,16.3,0.88,208
2014/1/8 0:31,37.77,16.26,0.76,215.4
2014/1/8 0:32,37.39,16.2,0.7,230.6
2014/1/8 0:33,36.9,16.2,0.48,237
2014/1/8 0:34,36.5,16.12,0.54,261.9
2014/1/8 0:35,38.21,16.1,0.36,309.6
2014/1/8 0:36,40.87,16,0.52,235.6
2014/1/8 0:37,42.34,16,0.6,248.8
2014/1/8 0:38,40.87,15.96,0.48,185
2014/1/8 0:39,38.75,15.9,0.52,263.1
2014/1/8 0:40,37.23,15.88,0.64,232.4
2014/1/8 0:41,37.91,15.8,0.42,239
2014/1/8 0:42,36.79,15.8,0.74,212.7
2014/1/8 0:43,33.44,15.8,0.58,230.1
2014/1/8 0:44,29.14,15.7,0.34,147.1
2014/1/8 0:45,27.34,15.7,0.54,223
2014/1/8 0:46,25.37,15.6,0.32,256.4
2014/1/8 0:47,24.04,15.6,0.38,261.1
2014/1/8 0:48,23.32,15.52,0.26,224
2014/1/8 0:49,22.13,15.5,0.4,233
2014/1/8 0:50,20.83,15.4,0.36,235.7
2014/1/8 0:51,19.27,15.4,0.24,312.9
2014/1/8 0:52,17.49,15.3,0.46,237
2014/1/8 0:53,15.58,15.28,0.46,199.5
2014/1/8 0:54,13.07,15.2,0.3,207
2014/1/8 0:55,10.63,15.18,0.2,285.2
2014/1/8 0:56,8.28,15.1,0.28,304.4
2014/1/8 0:57,6.59,15.04,0.3,257.9
2014/1/8 0:58,5.17,15,0.12,356
2014/1/8 0:59,3.91,14.9,0.28,209.5
2014/1/8 1:00,2.85,14.86,0.2,58.33
2014/1/8 15:22,2.26,8.7,1.76,128
2014/1/8 15:23,2.72,8.7,1.62,135.6
2014/1/8 15:24,3.02,8.7,1.32,141.9
2014/1/8 15:25,3.08,8.7,1.56,132
2014/1/8 15:26,3.18,8.72,1.38,130.3
2014/1/8 15:27,3.38,8.76,1.3,124.9
2014/1/8 15:28,3.95,8.8,1.44,137.2
2014/1/8 15:29,4.77,8.8,1,140.8
2014/1/8 15:30,1.07,8.8,1.64,131
2014/1/8 15:31,1.41,8.82,1.62,129.6
2014/1/8 15:32,1.95,8.88,1.26,134.2
2014/1/8 15:33,2.55,8.9,1.52,140.5
2014/1/8 15:34,3.12,8.9,1.24,132.4
2014/1/8 15:35,4.15,8.9,1.44,135.3
2014/1/8 15:36,5.36,8.9,1.34,147
2014/1/8 15:37,6.08,8.9,1.48,137.1
2014/1/8 15:38,6.9,8.9,1.34,131.6
2014/1/8 15:39,8.15,8.9,1.46,135.6
2014/1/8 15:40,10.19,8.9,1.36,143.7
2014/1/8 15:41,11.58,8.9,1.8,150.4
2014/1/8 15:42,12.99,8.9,1.76,136.8
2014/1/8 15:43,14.69,8.9,1.52,134
2014/1/8 15:44,15.43,8.9,1.28,137.1
2014/1/8 15:45,16.03,8.9,1.74,131.2
2014/1/8 15:46,16.74,8.9,1.62,158.6
2014/1/8 15:47,17.63,8.9,1.32,141.5
2014/1/8 15:48,20.3,8.9,1.22,140.2
2014/1/8 15:49,23.91,8.86,1.22,153.2
2014/1/8 15:50,24.13,8.8,1.86,139.1
2014/1/8 15:51,24.06,8.84,2,140.2
2014/1/8 15:52,26.56,8.9,2.04,149.7
2014/1/8 15:53,25.18,8.9,1.76,142.2
2014/1/8 15:54,27.31,8.9,1.98,153.3
2014/1/8 15:55,32.36,8.9,1.12,125
2014/1/8 15:56,33.17,8.9,2.06,136.8
2014/1/8 15:57,37.29,8.9,1.76,141.4
2014/1/8 15:58,41.51,8.9,1.34,128.6
2014/1/8 15:59,40.97,8.9,1.22,176.4
2014/1/8 16:00,50.49,8.9,1.64,166
2014/1/8 16:01,50.65,8.9,1.14,172.2
2014/1/8 16:02,47.21,8.9,1.74,156.4
2014/1/8 16:03,49.78,8.9,1.34,166.2
2014/1/8 16:04,49.57,8.9,1.8,147.8
2014/1/8 16:05,47.23,8.8,1.1,150.2
2014/1/8 16:06,55.78,8.8,0.88,126.9
2014/1/8 16:07,63.55,8.8,0.94,154.5
2014/1/8 16:08,75.07,8.8,1.12,192.8
2014/1/8 16:09,71.06,8.8,0.54,195.8
2014/1/8 16:10,61.88,8.8,1.04,154
2014/1/8 16:11,55.81,8.8,0.96,182.7
2014/1/8 16:12,48.55,8.8,1.5,169.2
2014/1/8 16:13,47.78,8.8,1.48,196.2
2014/1/8 16:14,59.22,8.78,1.54,199.6
2014/1/8 16:15,63.58,8.7,0.8,6.735
2014/1/8 16:16,63.58,8.7,1.76,167.8
2014/1/8 16:17,59.09,8.7,1.68,197.8
2014/1/8 16:18,58.98,8.7,1.56,213.1
2014/1/8 16:19,77.87,8.7,0.88,90.3
2014/1/8 16:20,82.8,8.7,1.76,192.5
2014/1/8 16:21,103.3,8.7,1.16,214.4
2014/1/8 16:22,121.4,8.72,0.94,243.1
2014/1/8 16:23,128.4,8.8,1.72,198
2014/1/8 16:24,127.6,8.8,1.24,187.5
2014/1/8 16:25,122.6,8.82,1.28,177.3
2014/1/8 16:26,121.4,8.9,0.72,165.3
2014/1/8 16:27,131.7,8.96,1.16,193.3
2014/1/8 16:28,117.6,9,1.64,155.6
2014/1/8 16:29,137.3,9.08,1.58,162
2014/1/8 16:30,137.3,9.1,1.3,145.8
2014/1/8 16:31,120.8,9.16,1.34,172.8
2014/1/8 16:32,111.8,9.2,1.42,157.4
2014/1/8 16:33,115.5,9.2,1.2,144.1
2014/1/8 16:34,132.2,9.22,1.36,163.8
2014/1/8 16:35,146.6,9.3,0.94,159.9
2014/1/8 16:36,154,9.3,0.9,155.5
2014/1/8 16:37,161.3,9.4,1.14,181.7
2014/1/8 16:38,161.8,9.42,1.06,153.2
2014/1/8 16:39,153.8,9.5,0.68,252.6
2014/1/8 16:40,154.9,9.56,0.72,219
2014/1/8 16:41,156.6,9.64,0.94,198.5
2014/1/8 16:42,163.9,9.7,1.32,233.7
2014/1/8 16:43,169,9.7,1.42,208.8
2014/1/8 16:44,180.8,9.7,1.36,235.6
2014/1/8 16:45,172.2,9.78,0.94,201
2014/1/8 16:46,193.3,9.8,1.26,220.4
2014/1/8 16:47,204.8,9.8,1.3,186.1
2014/1/8 16:48,193.1,9.84,1,225.7
2014/1/8 16:49,185.4,9.9,1.52,217.1
2014/1/8 16:50,166.5,9.9,1.7,192.9
2014/1/8 16:51,198.7,9.9,0.98,135.7
2014/1/8 16:52,152.8,9.9,1.64,215.2
2014/1/8 16:53,131.5,9.9,1.26,221.9
2014/1/8 16:54,137.7,9.9,1.34,206.4
2014/1/8 16:55,132.6,9.9,0.94,213.2
2014/1/8 16:56,147.7,9.9,1.12,154.5
2014/1/8 16:57,138.5,9.9,1.48,151.9
2014/1/8 16:58,157.9,9.82,2.1,135.6
2014/1/8 16:59,156.6,9.74,1,152.9
2014/1/8 17:00,144.7,9.7,1.04,132.8
2014/1/8 17:01,159.7,9.7,0.64,147.7
2014/1/8 17:02,154.8,9.7,1.96,154.6
2014/1/8 17:03,148.7,9.7,1.52,232
2014/1/8 17:04,149.5,9.7,1.46,143.4
2014/1/8 17:05,161.8,9.7,1.66,124.6
2014/1/8 17:06,190.4,9.64,2.34,151
2014/1/8 17:07,208.9,9.6,1.52,150.1
2014/1/8 17:08,230.8,9.6,1.9,162.8
2014/1/8 17:09,251.7,9.6,1.92,166.6
2014/1/8 17:10,271,9.64,1.8,164.1
2014/1/8 17:11,236.2,9.7,1.74,148.1
2014/1/8 17:12,222.4,9.76,1,170
2014/1/8 17:13,284.1,9.86,1.06,189.3
2014/1/8 17:14,289.2,9.96,1.6,194.7
2014/1/8 17:15,274.5,10.06,0.82,201.2
2014/1/8 17:16,265.3,10.18,1.2,208.9
2014/1/8 17:17,261.8,10.28,0.76,240.8
2014/1/8 17:18,266.1,10.38,1.18,218.8
2014/1/8 17:19,268.4,10.44,1.32,221.7
2014/1/8 17:20,273.6,10.5,1.38,194.4
2014/1/8 17:21,275.5,10.5,1.12,225.4
2014/1/8 17:22,283.2,10.6,1.28,225.2
2014/1/8 17:23,275.9,10.6,1.2,245.1
2014/1/8 17:24,246.2,10.68,0.74,156.2
2014/1/8 17:25,184.9,10.76,1.08,147.1
2014/1/8 17:26,212.8,10.8,0.84,163.7
2014/1/8 17:27,288.8,10.82,0.9,221.9
2014/1/8 17:28,303.4,10.9,1.56,207.1
2014/1/8 17:29,308.1,10.9,0.84,241.5
2014/1/8 17:30,319.5,10.9,1.54,153.4
2014/1/8 17:31,324.2,10.94,0.84,227.8
2014/1/8 17:32,315.8,11.04,0.76,223.3
2014/1/8 17:33,319.2,11.14,1.36,250.9
2014/1/8 17:34,323.8,11.2,1.22,236.4
2014/1/8 17:35,282.2,11.2,1.06,219.3
2014/1/8 17:36,190.6,11.22,0.94,242.2
2014/1/8 17:37,180.3,11.3,1.26,256.8
2014/1/8 17:38,127.2,11.3,1.24,242.5
2014/1/8 17:39,201.1,11.3,0.9,251
2014/1/8 17:40,321.6,11.3,0.68,232.2
2014/1/8 17:41,301.7,11.3,0.88,236.3
2014/1/8 17:42,303.9,11.3,1.24,218
2014/1/8 17:43,311.6,11.3,1.02,229.5
2014/1/8 17:44,313.1,11.38,0.76,271.9
2014/1/8 17:45,309.7,11.46,1.24,232.2
2014/1/8 17:46,317,11.5,1.36,236.9
2014/1/8 17:47,337.8,11.5,1.46,208.9
2014/1/8 17:48,350.6,11.4,1.44,211.8
2014/1/8 17:49,335.8,11.48,1.28,256
2014/1/8 17:50,335.1,11.5,1.24,267.2
2014/1/8 17:51,353.9,11.54,1.2,239.7
2014/1/8 17:52,377.8,11.6,1.14,246.9
2014/1/8 17:53,456.3,11.7,1.48,243.2
2014/1/8 17:54,398.5,11.74,1,231.7
2014/1/8 17:55,453.3,11.84,0.92,249
2014/1/8 17:56,280.8,11.96,0.78,257.1
2014/1/8 17:57,413.5,12.1,1.34,245.8
2014/1/8 17:58,505.5,12.2,1.22,238.1
2014/1/8 17:59,380.4,12.24,1.56,241.1
2014/1/8 18:00,345.9,12.3,0.98,239.2
2014/1/8 18:01,221.3,12.3,1.16,244.2
2014/1/8 18:02,199.6,12.3,1.84,255.4
2014/1/8 18:03,149.8,12.2,1.22,216.9
